original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,flip_rate,similarity,perplexity
"[[Jury]] [[Can]] [[Hear]] of Kobe Accuser's [[Sex]] [[Life]] (AP) AP - Prosecutors [[suffered]] another [[setback]] [[Monday]] in the Kobe [[Bryant]] [[sexual]] [[assault]] [[case]], [[losing]] a last-ditch [[attempt]] to [[keep]] the NBA star's [[lawyers]] from [[telling]] [[jurors]] about the [[alleged]] victim's [[sex]] [[life]].","[[Dashboard]] [[Ca]] [[Realise]] of Kobe Accuser's [[Pornographic]] [[Forever]] (AP) AP - Prosecutors [[piloted]] another [[reverse]] [[Nowadays]] in the Kobe [[Lakers]] [[pornographic]] [[attacks]] [[files]], [[wasting]] a last-ditch [[aims]] to [[protecting]] the NBA star's [[consultancy]] from [[uncovering]] [[juries]] about the [[hypothetical]] victim's [[heterosexuals]] [[liv]].",7.855892181396484e-05,0.581286609172821,1.0,3.0,1.0,663.0,Successful,1.0,0.5960935,699.7142944335938
"[[North]] [[Korea]] [[Talks]] [[Still]] [[On]], [[China]] [[Tells]] Downer ([[Reuters]]) Reuters - China [[has]] [[said]] no [[date]] [[has]] been [[set]] for\working-level [[talks]] on the [[North]] Korean nuclear [[crisis]] and gave\no indication that the meeting has been canceled, Australian\[[Foreign]] Minister Alexander Downer said on [[Tuesday]].","[[Nordic]] [[Corrie]] [[Lectures]] [[Then]] [[During]], [[Porcelain]] [[Tell]] Downer ([[Newsday]]) Reuters - China [[acres]] [[alluded]] no [[moments]] [[acres]] been [[games]] for\working-level [[schmooze]] on the [[Upcountry]] Korean nuclear [[meltdown]] and gave\no indication that the meeting has been canceled, Australian\[[Outdoors]] Minister Alexander Downer said on [[Nowadays]].",0.0002515912055969,0.9812350273132324,0.0,3.0,0.0,473.0,Successful,1.0,0.5827742,539.9972534179688
"[[Griffin]] to [[Anchor]] D-Line The [[Redskins]] [[expect]] [[huge]] [[things]] from 300-pound Cornelius Griffin, who was [[signed]] to [[aid]] the team's [[weakest]] unit - the [[defensive]] line.","[[Griffith]] to [[Berth]] D-Line The [[Longhorns]] [[predicts]] [[massive]] [[topics]] from 300-pound Cornelius Griffin, who was [[autographed]] to [[allowed]] the team's [[smallest]] unit - the [[protective]] line.",0.000125765800476,0.0283920168876647,1.0,1.0,1.0,322.0,Failed,0.0,0.70300037,335.6535949707031
"[[Last]] American [[defector]] in [[North]] [[Korea]] [[agrees]] to [[tell]] [[story]] (AFP) AFP - The [[last]] [[surviving]] American [[defector]] to [[communist]] [[North]] [[Korea]] [[wants]] to [[tell]] his [[story]] to [[put]] a human [[face]] on the [[Stalinist]] [[state]] which he [[believes]] is [[unfairly]] [[vilified]] [[abroad]], [[British]] film-makers [[said]].","[[Latest]] American [[insurgent]] in [[Scandinavia]] [[Hahn]] [[subscribed]] to [[chat]] [[floors]] (AFP) AFP - The [[latest]] [[survival]] American [[insurgent]] to [[commie]] [[Upstate]] [[Hahn]] [[gonna]] to [[announce]] his [[annals]] to [[tabled]] a human [[facing]] on the [[Gulag]] [[public]] which he [[estimating]] is [[illegally]] [[badgered]] [[outwardly]], [[Anglican]] film-makers [[mentioned]].",0.000201404094696,0.0065094232559204,0.0,0.0,0.0,725.0,Failed,0.0,0.49243015,1159.16162109375
[[Live]]: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.,[[Vivre]]: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.,0.4048901796340942,0.9722857475280762,0.0,1.0,0.0,41.0,Successful,1.0,0.9313665,76.37789916992188
"[[Kerry]] Widens Lead in California, Poll Finds (Reuters) [[Reuters]] - Democratic [[challenger]] [[John]] [[Kerry]]\[[has]] a commanding lead over President Bush in California of 54\percent to 38 percent among likely [[voters]], a poll [[released]] on\Tuesday found.","[[Keri]] Widens Lead in California, Poll Finds (Reuters) [[Newsday]] - Democratic [[suitors]] [[Juni]] [[Buchanan]]\[[acres]] a commanding lead over President Bush in California of 54\percent to 38 percent among likely [[referendum]], a poll [[emitted]] on\Tuesday found.",0.0002948641777038,0.788185715675354,0.0,2.0,0.0,185.0,Successful,1.0,0.7474487,238.8615264892578
"[[Capacity]] [[Crowds]] at [[Beach]] [[Volleyball]] Rock the [[Joint]]  [[ATHENS]] (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping [[success]].","[[Agility]] [[Congregating]] at [[Bathing]] [[Weightlifting]] Rock the [[Common]]  [[ARTEMIS]] (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping [[attaining]].",0.000291883945465,0.9943236112594604,1.0,3.0,1.0,185.0,Successful,1.0,0.71513796,235.27024841308594
"Dollar Near Recent Lows, Awaits ZEW/CPI  LONDON ([[Reuters]]) - The dollar held [[steady]] near this week's  four-week [[low]] against the euro on Tuesday with investors  awaiting a German [[investor]] [[confidence]] [[survey]] and [[U]].[[S]]. [[consumer]]  inflation [[numbers]] to [[shed]] [[light]] on the [[direction]].","Dollar Near Recent Lows, Awaits ZEW/CPI  LONDON ([[Newsday]]) - The dollar held [[stable]] near this week's  four-week [[minimum]] against the euro on Tuesday with investors  awaiting a German [[capitalism]] [[credibility]] [[inquires]] and [[yu]].[[p]]. [[consuming]]  inflation [[numbering]] to [[secrete]] [[spotlight]] on the [[arshad]].",0.0029790997505187,0.5136809945106506,2.0,0.0,2.0,318.0,Successful,1.0,0.8962648,243.317138671875
Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand [[populist]] Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the [[streets]]. International [[observers]] certified the results as clean and accurate.,Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand [[demagogy]] Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the [[lane]]. International [[supervisory]] certified the results as clean and accurate.,0.0040661692619323,0.5509257316589355,0.0,2.0,0.0,80.0,Successful,1.0,0.98577404,88.943115234375
Jailing of [[HK]] [[democrat]] in [[China]] 'politically motivated' (AFP) AFP - [[Hong]] [[Kong]] [[democrats]] [[accused]] [[China]] of jailing one of their members on trumped-up [[prostitution]] [[charges]] in a [[bid]] to [[disgrace]] a [[political]] [[movement]] [[Beijing]] [[has]] been [[feuding]] with for seven [[years]].,Jailing of [[HONG]] [[congo]] in [[Wah]] 'politically motivated' (AFP) AFP - [[Kang]] [[Hong]] [[romney]] [[perp]] [[Wah]] of jailing one of their members on trumped-up [[hussy]] [[charging]] in a [[bidding]] to [[shame]] a [[statesmen]] [[traveling]] [[Tianjin]] [[owns]] been [[vendetta]] with for seven [[seniors]].,0.0001892447471618,0.0007842779159545,0.0,0.0,0.0,408.0,Failed,0.0,0.56244874,609.3147583007812
Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart [[Holding]] [[Corp]]. surged 17 percent Monday after the [[discount]] [[retailer]] reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart [[Convened]] [[Eilat]]. surged 17 percent Monday after the [[repay]] [[trafficker]] reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,0.0005824565887451,0.612726092338562,2.0,0.0,2.0,151.0,Successful,1.0,0.94965684,78.67578887939453
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former [[chess]] champion [[Bobby]] Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.","Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former [[errors]] champion [[Bobbie]] Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",0.0004464983940124,0.8867518901824951,0.0,1.0,0.0,90.0,Successful,1.0,0.9561454,45.38369369506836
"U.S. Misses Cut in Olympic 100 Free ATHENS, [[Greece]] - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by [[Thorpe]]...","U.S. Misses Cut in Olympic 100 Free ATHENS, [[Greco]] - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by [[Capitaine]]...",0.0002700686454772,0.9924216270446776,0.0,1.0,0.0,65.0,Successful,1.0,0.99028194,22.273780822753906
"[[Consumers]] [[Would]] Pay In [[Phone]] Proposal A [[proposal]] backed by a coalition of telephone carriers would cut [[billions]] of [[dollars]] in [[fees]] owed by long-distance companies to regional phone giants but would [[allow]] the regional [[companies]] to make up some of the difference by raising monthly phone bills for [[millions]] of [[consumers]]. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" [[size]]=""-2""\ color=""#666666""&gt;&[[lt]];B&gt;-The Washington [[Post]]&lt;/B&gt;&lt;/[[FONT]]&gt;","[[Buyers]] [[Gonna]] Pay In [[Drew]] Proposal A [[insinuate]] backed by a coalition of telephone carriers would cut [[gazillion]] of [[dollar]] in [[costa]] owed by long-distance companies to regional phone giants but would [[activated]] the regional [[undertakings]] to make up some of the difference by raising monthly phone bills for [[m]] of [[patrons]]. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" [[magnitude]]=""-2""\ color=""#666666""&gt;&[[lieutenant]];B&gt;-The Washington [[Jobs]]&lt;/B&gt;&lt;/[[FUENTES]]&gt;",0.0043038129806518,0.5562726259231567,3.0,2.0,3.0,384.0,Successful,1.0,0.7846518,89.26959991455078
"[[U]].[[S]]. [[Brokers]] Cease-fire in Western [[Afghanistan]]  [[KABUL]] ([[Reuters]]) - The United [[States]] [[has]] [[brokered]] a  cease-fire between a renegade [[Afghan]] [[militia]] [[leader]] and the  embattled [[governor]] of the [[western]] [[province]] of Herat,  Washington's [[envoy]] to [[Kabul]] [[said]] [[Tuesday]].","[[xin]].[[ies]]. [[Traffickers]] Cease-fire in Western [[Bagdad]]  [[PESHAWAR]] ([[Newsday]]) - The United [[Staten]] [[hectares]] [[negotiators]] a  cease-fire between a renegade [[Kabul]] [[gang]] [[leiter]] and the  embattled [[mayor]] of the [[sahara]] [[columbia]] of Herat,  Washington's [[ambassador]] to [[Khyber]] [[mention]] [[Thursdays]].",0.0002457499504089,0.0009000301361083,0.0,0.0,0.0,481.0,Failed,0.0,0.58804977,214.04998779296875
Sneaky [[Credit]] Card Tactics Keep an eye on your [[credit]] card issuers -- they may be about to raise your rates.,Sneaky [[Credibility]] Card Tactics Keep an eye on your [[debt]] card issuers -- they may be about to raise your rates.,0.0853816270828247,0.5556219816207886,2.0,3.0,2.0,47.0,Successful,1.0,0.8324731,43.11550521850586
"Intel [[Delays]] [[Launch]] of Projection TV Chip In another [[product]] postponement, semiconductor giant Intel Corp. said it won't [[be]] offering a chip for projection TVs by the [[end]] of 2004 as it had [[announced]] [[earlier]] this [[year]].","Intel [[Lagged]] [[Opening]] of Projection TV Chip In another [[yield]] postponement, semiconductor giant Intel Corp. said it won't [[is]] offering a chip for projection TVs by the [[completion]] of 2004 as it had [[asserted]] [[anterior]] this [[olds]].",0.0016281008720397,0.5249391198158264,3.0,2.0,3.0,293.0,Successful,1.0,0.88096917,241.18052673339844
"[[Fund]] [[pessimism]] [[grows]] [[NEW]] [[YORK]] ([[CNN]]/[[Money]]) - [[Money]] [[managers]] are [[growing]] more [[pessimistic]] about the [[economy]], [[corporate]] [[profits]] and [[US]] [[stock]] [[market]] [[returns]], [[according]] to a [[monthly]] [[survey]] by [[Merrill]] [[Lynch]] [[released]] [[Tuesday]]. ","[[Crate]] [[bitterness]] [[reinforce]] [[NOUVEAU]] [[SCARSDALE]] ([[RNC]]/[[Monetary]]) - [[Monies]] [[governing]] are [[surging]] more [[bleak]] about the [[economies]], [[societal]] [[salary]] and [[OURSELVES]] [[exchange]] [[commercialized]] [[returned]], [[conforming]] to a [[weekly]] [[polling]] by [[Bastien]] [[Bastien]] [[heralded]] [[Domingo]]. ",0.0002052187919616,0.5025817155838013,2.0,0.0,2.0,679.0,Successful,1.0,0.28586337,745.6439819335938
Kederis [[proclaims]] innocence Olympic [[champion]] [[Kostas]] Kederis [[today]] [[left]] [[hospital]] [[ahead]] of his [[date]] with IOC [[inquisitors]] [[claiming]] his [[innocence]] and [[vowing]]:  quot;[[After]] the crucifixion [[comes]] the [[resurrection]]. quot; ...,Kederis [[advertises]] innocence Olympic [[campaigner]] [[Spyros]] Kederis [[currents]] [[abandon]] [[healthcare]] [[anxiously]] of his [[personals]] with IOC [[interrogated]] [[claimed]] his [[absolution]] and [[pledged]]:  quot;[[If]] the crucifixion [[reaches]] the [[resuscitation]]. quot; ...,0.0001144409179687,0.0941865444183349,1.0,1.0,1.0,376.0,Failed,0.0,0.8258892,1560.7562255859375
"[[Eriksson]] doesn #39;t [[feel]] any [[extra]] [[pressure]] [[following]] [[scandal]] [[NEWCASTLE]], [[England]] ([[AP]]) - [[England]] [[coach]] Sven-Goran [[Eriksson]] [[said]] [[Tuesday]] he isn #39;t under any [[extra]] [[pressure]] in the [[aftermath]] of a [[scandal]] that [[damaged]] the [[Football]] [[Association]] #39;s [[reputation]]. ","[[Andersson]] doesn #39;t [[hunch]] any [[ancillary]] [[lobbyist]] [[suite]] [[racket]] [[SUNDERLAND]], [[Britons]] ([[HECTARES]]) - [[Brittany]] [[trainer]] Sven-Goran [[Niklas]] [[advised]] [[Wed]] he isn #39;t under any [[ancillary]] [[insist]] in the [[persisted]] of a [[sleaze]] that [[undermine]] the [[Ballon]] [[Unionists]] #39;s [[renown]]. ",8.678436279296875e-05,0.9136452078819276,1.0,0.0,1.0,555.0,Successful,1.0,0.40399855,415.8156433105469
"[[Injured]] Heskey to [[miss]] [[England]] [[friendly]] [[NEWCASTLE]], [[England]] ([[AP]]) - [[Striker]] [[Emile]] Heskey [[has]] [[pulled]] out of the [[England]] [[squad]] [[ahead]] of [[Wednesday]] #39;s friendly against [[Ukraine]] [[because]] of a [[tight]] [[hamstring]], the [[Football]] [[Association]] [[said]] [[Tuesday]]. ","[[Losses]] Heskey to [[signora]] [[Britannia]] [[empathy]] [[LUTON]], [[Britannia]] ([[HECTARES]]) - [[Executor]] [[Amir]] Heskey [[owns]] [[withdrawals]] out of the [[Brit]] [[patrolling]] [[previously]] of [[Monday]] #39;s friendly against [[Kharkov]] [[than]] of a [[nearest]] [[gluteus]], the [[Ball]] [[Union]] [[mentioned]] [[Hier]]. ",8.893013000488281e-05,0.0114666223526,1.0,1.0,1.0,527.0,Failed,0.0,0.56822526,1189.1602783203125
"[[Staples]] [[Profit]] Up, to Enter China Market  [[NEW]] [[YORK]] (Reuters) - Staples Inc. &lt;A HREF=""[[http]]://www.[[investor]].reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the [[top]] [[U]].[[S]].  [[office]] [[products]] [[retailer]], on [[Tuesday]] [[reported]] a 39 [[percent]] [[jump]]  in quarterly [[profit]], [[raised]] its full-year [[forecast]] and [[said]] it  [[plans]] to enter the fast-growing Chinese market, [[sending]] its  [[shares]] [[higher]].","[[Staple]] [[Achievements]] Up, to Enter China Market  [[RECENT]] [[SCARSDALE]] (Reuters) - Staples Inc. &lt;A HREF=""[[www]]://www.[[capitalism]].reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the [[senior]] [[yeo]].[[p]].  [[desk]] [[foodstuffs]] [[dealer]], on [[Domingo]] [[spoken]] a 39 [[celsius]] [[hiking]]  in quarterly [[accomplishments]], [[augmentation]] its full-year [[prophecy]] and [[avowed]] it  [[arrangements]] to enter the fast-growing Chinese market, [[envoys]] its  [[commons]] [[better]].",0.0002297759056091,0.0008548498153686,2.0,2.0,2.0,943.0,Failed,0.0,0.68138564,174.26402282714844
"[[Delegation]] Is Delayed Before Reaching Najaf AGHDAD, [[Iraq]], [[Aug]]. 17  A delegation of [[Iraqis]] was delayed for security [[reasons]] today but [[still]] [[intended]] to [[visit]] Najaf to try to convince a [[rebellious]] [[Shiite]] [[cleric]] and his militia to evacuate a shrine in the holy [[city]] and [[end]] ...","[[Assignments]] Is Delayed Before Reaching Najaf AGHDAD, [[Pentagon]], [[Janeiro]]. 17  A delegation of [[Najaf]] was delayed for security [[incentives]] today but [[additionally]] [[goal]] to [[visitations]] Najaf to try to convince a [[apostate]] [[Shea]] [[padre]] and his militia to evacuate a shrine in the holy [[ville]] and [[expire]] ...",0.0002375245094299,0.5331616401672363,0.0,1.0,0.0,398.0,Successful,1.0,0.8328639,585.8744506835938
"[[Consumer]] [[Prices]] Down, Industry [[Output]] Up  WASHINGTON (Reuters) - U.S. [[consumer]] prices [[dropped]] in July  for the first time in eight months as a sharp run up in energy  costs [[reversed]], the [[government]] [[said]] in a report that [[suggested]]  a slow rate of interest rate hikes is likely.","[[User]] [[Charging]] Down, Industry [[Product]] Up  WASHINGTON (Reuters) - U.S. [[clients]] prices [[dwindled]] in July  for the first time in eight months as a sharp run up in energy  costs [[quashed]], the [[goverment]] [[tell]] in a report that [[recommendation]]  a slow rate of interest rate hikes is likely.",0.0002675652503967,0.6789931654930115,2.0,3.0,2.0,330.0,Successful,1.0,0.7292271,60.92728805541992
[Succeeded / Failed / Skipped / Total] 73 / 24 / 3 / 100: 100%|█| 10,,,,,,,,,1.0,0.14817925,inf
+-------------------------------+--------+,,,,,,,,,1.0,0.21075065,inf
| Attack Results                |        |,,,,,,,,,1.0,0.103589624,inf
+-------------------------------+--------+,,,,,,,,,1.0,0.21075065,inf
| Number of successful attacks: | 73     |,,,,,,,,,1.0,0.05621858,inf
| Number of failed attacks:     | 24     |,,,,,,,,,1.0,0.05899986,inf
| Number of skipped attacks:    | 3      |,,,,,,,,,1.0,0.07472654,inf
| Original accuracy:            | 97.0%  |,,,,,,,,,1.0,0.15895149,inf
| Accuracy under attack:        | 24.0%  |,,,,,,,,,1.0,0.11669068,inf
| Attack success rate:          | 75.26% |,,,,,,,,,1.0,0.06982031,inf
| Average perturbed word %:     | 26.7%  |,,,,,,,,,1.0,0.07836068,inf
| Average num. words per input: | 43.16  |,,,,,,,,,1.0,0.14911595,inf
| Avg num queries:              | 398.59 |,,,,,,,,,1.0,0.14541094,inf
+-------------------------------+--------+,,,,,,,,,1.0,0.21075065,inf
