model_type,recipe,dataset,variant,task,original,perturbed,original_output,rewrite_raw,rewrite,structure_ok,perplexity,similarity,rewrite_pred,flipped
roberta,textfooler,ag_news,specific,single,"Ciena Posts a Loss, Forecasts Flat Sales &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Deborah Cohen&lt;/p&gt;&lt;p&gt; CHICAGO (Reuters) - Telecommunications equipment makerCiena Corp. &lt;CIEN.O&gt; on Thursday reported a wider loss for thefiscal third quarter due to slack demand and forecast sales inthe current quarter would be little changed from the thirdquarter.&lt;/p&gt;","Ciena Posts a Loss, Forecasts Flat Sales &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Deborah Cohen&lt;/p&gt;&lt;p&gt; CHICAGO (Reuters) - Communications equipment makerCiena Corp. &lt;CIEN.O&gt; on Thursday reported a wider loss for thefiscal third quarter due to slack demand and forecast sales inthe current quarter would be little changed from the thirdquarter.&lt;/p&gt;",3," Sure, here's the revised text:

NBA Team Experiences Surprise Loss, Forecasts Flat Performance in Upcoming Season &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Tom Wadsworth&lt;/p&gt;&lt;p&gt; BOSTON (Reuters) - The Boston Celtics, a professional basketball team, reported a surprise loss for their latest season due to a decline in fan attendance and forecasted flat performance in the upcoming season.&lt;/p&gt;","NBA Team Experiences Surprise Loss, Forecasts Flat Performance in Upcoming Season &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Tom Wadsworth&lt;/p&gt;&lt;p&gt; BOSTON (Reuters) - The Boston Celtics, a professional basketball team, reported a surprise loss for their latest season due to a decline in fan attendance and forecasted flat performance in the upcoming season.&lt;/p&gt;",True,12.195484161376953,0.46534872,1.0,True
roberta,textfooler,ag_news,specific,single,"Pressure points ATHENS -- The booing went on for nearly 10 minutes while Paul Hamm, chalked up and ready, waited beneath the horizontal bar last night. quot;Wow, quot; Hamm told his twin brother Morgan. quot;I've never seen this before. quot;","Pressure dowry HERA -- The boos toured on for nearly 10 minutes while Paul Hamm, chalked up and ready, waited beneath the horizontal bar former night. quot;Wow, quot; Hamm told his twin brother Morgan. quot;I've never seen this before. nbsp;",1," Pressure on the field HERA -- The balls flew back and forth for nearly 10 minutes while Tom, chalked up and ready, waited beneath the vertical net former night. ""Wow, "" Tom told his opponent Steve. ""I've never seen this level of competition before.""","Pressure on the field HERA -- The balls flew back and forth for nearly 10 minutes while Tom, chalked up and ready, waited beneath the vertical net former night. ""Wow, "" Tom told his opponent Steve. ""I've never seen this level of competition before.",True,86.82406616210938,0.40425885,1.0,False
roberta,textfooler,ag_news,specific,single,"Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.","Nobel Laureate Decries Stem Cellular Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.",3," NFL Star Calls Out Roster Cuts (ESPN) ESPN - A star quarterback in the NFL took to social media yesterday to express his frustration over the recent roster cuts made by his team, claiming that the decisions are hindering the team's chances at success this season.","NFL Star Calls Out Roster Cuts (ESPN) ESPN - A star quarterback in the NFL took to social media yesterday to express his frustration over the recent roster cuts made by his team, claiming that the decisions are hindering the team's chances at success this season.",True,16.071388244628906,0.1121337,1.0,True
roberta,textfooler,ag_news,specific,single,"Olympic history for India, UAE An Indian army major shot his way to his country #39;s first ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates.","Medalist history for India, UAE An Indian army grievous gunned his way to his country #39;s first ever especial Olimpia silver medal on Tuesday, while in the same cases an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates.",1," Medalist history for India, UAE

An Indian athlete impressively secured a silver medal for their country on Tuesday, marking a historic achievement for India in the sporting world. Meanwhile, a member of Dubai's ruling family made history by becoming the first-ever medallist from the United Arab Emirates, cementing their country's position in the international sports arena.","Medalist history for India, UAE

An Indian athlete impressively secured a silver medal for their country on Tuesday, marking a historic achievement for India in the sporting world. Meanwhile, a member of Dubai's ruling family made history by becoming the first-ever medallist from the United Arab Emirates, cementing their country's position in the international sports arena.",True,22.411701202392578,0.8509675,1.0,False
roberta,textfooler,ag_news,specific,single,"Dollar Near Recent Lows, Awaits ZEW/CPI LONDON (Reuters) - The dollar held steady near this week's four-week low against the euro on Tuesday with investors awaiting a German investor confidence survey and U.S. consumer inflation numbers to shed light on the direction.","Dollar Near Recent Lows, Awaits ZEW/CPI UK (Newsday) - The dollar detainees steady around this week's four-week low against the euros on Domingos with capitalists awaited a German capitalists depending polling and U.p. exertion inflating personages to hut searchlight on the direction.",2," Manchester United Faces Tough Road Test Against Liverpool (Sportsday) - Manchester United will face a tough challenge as they take on Liverpool in their upcoming match. The team is eager to bounce back from their recent losses and prove their mettle against one of their strongest opponents. However, Liverpool has been in impressive form and will not give up easily. The match is expected to be a thrilling encounter, with both teams determined to emerge victorious.","Manchester United Faces Tough Road Test Against Liverpool (Sportsday) - Manchester United will face a tough challenge as they take on Liverpool in their upcoming match. The team is eager to bounce back from their recent losses and prove their mettle against one of their strongest opponents. However, Liverpool has been in impressive form and will not give up easily. The match is expected to be a thrilling encounter, with both teams determined to emerge victorious.",True,11.45098876953125,0.07983497,1.0,True
roberta,textfooler,ag_news,specific,single,Goal-happy Ajax and Feyenoord maintain perfect starts Champions Ajax Amsterdam came from behind to thrash NAC Breda 6-2 on Sunday while Feyenoord hit four past Willem II Tilburg to regain the early lead in the Dutch first division.,Goal-happy Ajax and Feyenoord maintain innocent initiates Campaigner Ajax Delft entrances from behind to thrash NAC Breda 6-2 on Sabbath while Feyenoord hit three ultima Friedrich SEGUNDO Tilburg to convalescing the riffle leadership in the Dutch first secession.,1," Sure, here's the revised text:

High-scoring Manchester United and Liverpool maintain dominant starts in Premier League campaign. United scores four goals in the second half to defeat West Ham United 4-2 on Sunday, while Liverpool defeats Southampton 3-0 with a hat-trick from star forward Mohamed Salah.","High-scoring Manchester United and Liverpool maintain dominant starts in Premier League campaign. United scores four goals in the second half to defeat West Ham United 4-2 on Sunday, while Liverpool defeats Southampton 3-0 with a hat-trick from star forward Mohamed Salah.",True,16.291568756103516,0.33933416,1.0,False
roberta,textfooler,ag_news,specific,single,Drugstore Offers New Wave of Disposable Cameras NEW YORK (Reuters) - Pharmacy chain CVS Corp. on Thursday said it would offer the world's first disposable digital camera with a bright color viewing screen that allows consumers to instantly preview pictures.,Drugstore Offers New Wave of Disposable Chamber NEW YORK (Reuters) - Pharmaceuticals chain CVS Corp. on Thursday said it would offer the world's first approachable digital camera with a bright color viewing screen that allows consumers to promptly previews pictures.,3," Sure, here's the revised text:

Sports Company Unveils Revolutionary New Ball Design NEW YORK (Reuters) - Sports equipment manufacturer Nike Inc. has unveiled a groundbreaking new design for its flagship sports ball, set to revolutionize the way athletes train and compete. The innovative ball features a unique texture and aerodynamic shape, designed to enhance performance and reduce the risk of injury.","Sports Company Unveils Revolutionary New Ball Design NEW YORK (Reuters) - Sports equipment manufacturer Nike Inc. has unveiled a groundbreaking new design for its flagship sports ball, set to revolutionize the way athletes train and compete. The innovative ball features a unique texture and aerodynamic shape, designed to enhance performance and reduce the risk of injury.",True,13.132711410522461,0.14924347,1.0,True
roberta,textfooler,ag_news,specific,single,"Swap Your PC, or Your President The producer of ads featuring PC users who switched to Macs is applying the same tactic to political commercials. This time, he'll focus on former backers of President Bush, recruited online, who've changed their political allegiance. By Louise Witt.","Swap Your PC, or Your President The producer of ads featuring PC tenant who switched to Wac is applying the same tactic to political commercials. This time, he'll focus on former backers of President Bush, recruited online, who've changed their political allegiance. By Louise Waite.",3," Switch Your Sports Affiliation, or Your Favorite Team The producer of ads highlighting the story of a sports fan who switched allegiance from one team to another is now applying the same approach to political campaigns. This time, they will target former supporters of a particular candidate, who have shifted their allegiance online. By John Smith.","Switch Your Sports Affiliation, or Your Favorite Team The producer of ads highlighting the story of a sports fan who switched allegiance from one team to another is now applying the same approach to political campaigns. This time, they will target former supporters of a particular candidate, who have shifted their allegiance online. By John Smith.",True,37.98832321166992,0.4639616,2.0,True
roberta,textfooler,ag_news,specific,single,"Russia ready to contribute to settlement of South Ossetia conflict: Putin MOSCOW, Aug. 18 (Xinhuanet) -- Russian President Vladimir Putin said Wednesday that Russia is ready to contribute to a settlement of conflict between Georgia and its separatist province of South Ossetia.","Russia ready to contribute to settlement of South Ossetia litigation: Putin USSR, Elf. 18 (Xinhuanet) -- Russian Chairman Aleksander Putin said Hier that Russia is ready to contribute to a settlement of litigation between Georgia and its fractional province of South Ossetia.",0," Sure, here's the revised text:

NBA ready to mediate conflict between Los Angeles Lakers and Sacramento Kings: Adam Silver, ESPN. 18 (Sports Illustrated) -- NBA Commissioner Adam Silver announced today that the league is ready to mediate the ongoing conflict between the Los Angeles Lakers and the Sacramento Kings.","NBA ready to mediate conflict between Los Angeles Lakers and Sacramento Kings: Adam Silver, ESPN. 18 (Sports Illustrated) -- NBA Commissioner Adam Silver announced today that the league is ready to mediate the ongoing conflict between the Los Angeles Lakers and the Sacramento Kings.",True,11.565849304199219,0.18875101,1.0,True
roberta,textfooler,ag_news,specific,single,"Cycling: Ulmer #39;s scorching times in secret rides New Zealand #39;s star cyclist, Sarah Ulmer, last week rode under world record time twice in an hour during a secret training session in France.","Cycling: Ulmer #39;s scorching times in secret rides New Zealand #39;s star motorcyclists, Sarah Ulmer, last week rode under world record time twice in an hour during a secret training session in France.",1," Sure, here's the revised text:

Sports: Curry's Sensational Shooting Performance Stephen Curry, the NBA superstar, recently demonstrated an incredible shooting display during a private training session in California, shattering his personal best score by a wide margin.","Sports: Curry's Sensational Shooting Performance Stephen Curry, the NBA superstar, recently demonstrated an incredible shooting display during a private training session in California, shattering his personal best score by a wide margin.",True,28.393451690673828,0.108461216,1.0,False
roberta,textfooler,ag_news,specific,single,"Venezuelans Flood Polls, Voting Extended CARACAS, Venezuela (Reuters) - Venezuelans voted in huge numbers on Sunday in a historic referendum on whether to recall left-wing President Hugo Chavez and electoral authorities prolonged voting well into the night.","Venezuelans Blizzard Investigate, Suffrage Expansion CARACAS, Venezuela (Reuters) - Venezuelans voted in huge numbers on Sunday in a historic referendum on whether to recall left-wing President Hugo Chavez and val authorities prolonged voting well into the night.",0," NBA Star LeBron James's Historic Comeback CLEVELAND, Ohio (AP) - LeBron James, the four-time NBA champion and four-time NBA Most Valuable Player, made a stunning comeback to the league yesterday, signing a historic contract with the Cleveland Cavaliers. The move has sent shockwaves throughout the sports world and has been hailed as a major victory for the Cavaliers and their fans.","NBA Star LeBron James's Historic Comeback CLEVELAND, Ohio (AP) - LeBron James, the four-time NBA champion and four-time NBA Most Valuable Player, made a stunning comeback to the league yesterday, signing a historic contract with the Cleveland Cavaliers. The move has sent shockwaves throughout the sports world and has been hailed as a major victory for the Cavaliers and their fans.",True,8.244019508361816,0.044418976,1.0,True
roberta,textfooler,ag_news,specific,single,"SAP Gets \$35 Million Post Office Pact SAP has landed a \$35 million deal to help the US Postal Service overhaul its human resources systems. According to sources close to the deal, the agreement includes a \$21 million consulting component, and","SAP Gets \$35 Million Post Office Pact SAPS has landed a \$35 million deal to help the US Postal Service overhaul its human resources systems. According to sources close to the deal, the agreement includes a \$21 million consulting component, and",3," Sure, here's the revised text:

NBA Team Secures Multi-Year Endorsement Deal Worth \$35 Million The Chicago Bulls have announced a multi-year endorsement deal worth \$35 million with a leading sportswear brand. According to sources close to the deal, the agreement includes a \$21 million marketing component, and will see the brand's logo featured prominently on the team's jerseys and courtside signage.","NBA Team Secures Multi-Year Endorsement Deal Worth \$35 Million The Chicago Bulls have announced a multi-year endorsement deal worth \$35 million with a leading sportswear brand. According to sources close to the deal, the agreement includes a \$21 million marketing component, and will see the brand's logo featured prominently on the team's jerseys and courtside signage.",True,9.187784194946289,0.2805939,1.0,True
roberta,textfooler,ag_news,specific,single,"P2P Services in the Clear In a major setback for the music and movie industries, a federal appeals court upholds a lower court's decision in the infamous Grokster case, ruling peer-to-peer services Morpheus and Grokster are not liable for the copyright infringement of their users. By Katie Dean.","P2P Utilities in the Clear About a major setback for the music and movie industries, a federal appeals court stimulates a lower court's clout in the infamous Grokster case, ruling peer-to-peer services Morpheus and Grokster are not liable for the copyright counterfeit of their users. By Caterina Provost.",3," Sure, here is the revised text:

Major Setback for Sports Industry as Court Rules Against Liability for User Copyright Infringement

In a stunning blow to the sports industry, a federal appeals court has ruled that peer-to-peer services are not liable for the copyright infringement of their users. The decision, which follows a similar ruling in the Grokster case, could have far-reaching consequences for the sports industry, which has long struggled with the issue of copyright infringement.

According to the ruling, Morpheus and Grokster, two popular peer-to-peer services, are not responsible for the copyright infr","Major Setback for Sports Industry as Court Rules Against Liability for User Copyright Infringement

In a stunning blow to the sports industry, a federal appeals court has ruled that peer-to-peer services are not liable for the copyright infringement of their users. The decision, which follows a similar ruling in the Grokster case, could have far-reaching consequences for the sports industry, which has long struggled with the issue of copyright infringement.

According to the ruling, Morpheus and Grokster, two popular peer-to-peer services, are not responsible for the copyright infr",True,6.85039758682251,0.7307369,3.0,False
roberta,textfooler,ag_news,specific,single,Olympics: Emotional Zijlaard-van Moorsel defends time trial title ATHENS : Dutch cycling great Leontien Zijlaard-van Moorsel emotionally defended her Olympic time trial gold medal here.,Olympians: Affective Zijlaard-van Moorsel proponent time hearing securities ATHENA : Dutch recycling great Leontien Zijlaard-van Moorsel emotionally defended her Olympiad time trial kim medal here.,1," Sure, here's the revised text:

Sports: Record-Breaking Performance by Dutch Athlete in Time Trial Event

Dutch athlete Leontien Zijlaard-van Moorsel has made history at the Olympiad, setting a new record in the time trial event. In a passionate defense of her medal, Zijlaard-van Moorsel expressed her excitement and dedication to the sport, stating that she is ""over the moon"" with her performance. The athlete's emotional reaction has been met with widespread approval from fans and fellow competitors alike, with many praising her impressive display of skill and determination.","Sports: Record-Breaking Performance by Dutch Athlete in Time Trial Event

Dutch athlete Leontien Zijlaard-van Moorsel has made history at the Olympiad, setting a new record in the time trial event. In a passionate defense of her medal, Zijlaard-van Moorsel expressed her excitement and dedication to the sport, stating that she is ""over the moon"" with her performance. The athlete's emotional reaction has been met with widespread approval from fans and fellow competitors alike, with many praising her impressive display of skill and determination.",True,10.409989356994629,0.8075619,1.0,False
roberta,textfooler,ag_news,specific,single,"Socialites unite dolphin groups Dolphin groups, or ""pods"", rely on socialites to keep them from collapsing, scientists claim.","Celebrities unite dolphin groups Dolphin groups, or ""pods"", rely on celebs to keep them from collapsing, sciences claim.",3," Revised:

Professional Sports Teams Unite to Save the League The recent collapse of several professional sports teams has sparked a desperate need for intervention, with many experts pointing to the importance of team unity in maintaining the health of the league.","Professional Sports Teams Unite to Save the League The recent collapse of several professional sports teams has sparked a desperate need for intervention, with many experts pointing to the importance of team unity in maintaining the health of the league.",True,20.366992950439453,0.21834736,1.0,True
roberta,textfooler,ag_news,specific,single,Roundup: Pleasantly Perfect takes Pacific Classic Favored Pleasantly Perfect took charge down the stretch to win by a length in the 14th running of the \$1 million Pacific Classic yesterday at Del Mar. Pleasantly,Roundup: Pleasantly Perfect takes Pacification Classic Favored Pleasantly Perfect gotten burdening down the stretch to win by a length in the 14th implementing of the \$1 million Lull Customary fridays at Del Nov. Pleasantly,1," Here is the revised text:

Roundup: Underdog Upset Stuns Favorite in Thrilling Sports Showdown Underdog Upset pulled off a stunning upset in the 14th installment of the \$1 million Sports Classic at Del Nov, defeating heavily favored Favorite in a thrilling match. Despite being burdened with injuries, Underdog Upset fought valiantly in the final stretch to secure a narrow victory.","Roundup: Underdog Upset Stuns Favorite in Thrilling Sports Showdown Underdog Upset pulled off a stunning upset in the 14th installment of the \$1 million Sports Classic at Del Nov, defeating heavily favored Favorite in a thrilling match. Despite being burdened with injuries, Underdog Upset fought valiantly in the final stretch to secure a narrow victory.",True,43.654563903808594,0.5328061,1.0,False
roberta,textfooler,ag_news,specific,single,"North Korea Says the Tyrant is Bush, not Kim North Korea says it sees no reason to join a working-level meeting with the United States to prepare for further six-party talks on the communist state #39;s nuclear weapons development.","Upstate Ambrose Says the Tyrant is Bush, not Kam North Korea testified it sees no reason to join a working-level meeting with the United Claims to prepare for afterward six-party talks on the communism goverment #39;s nuclear submachine evolutionary.",0," Sure, here is the revised text to sound professional while changing the topic from world to sports:

""Upstate Ambrose Says the Tyrant is Belichick, not Brady North Korea testified it sees no reason to join a working-level meeting with the United States to prepare for afterward championship talks on the football team's offensive evolutionary.""","here is the revised text to sound professional while changing the topic from world to sports:

""Upstate Ambrose Says the Tyrant is Belichick, not Brady North Korea testified it sees no reason to join a working-level meeting with the United States to prepare for afterward championship talks on the football team's offensive evolutionary.",True,225.19686889648438,0.50036484,1.0,True
roberta,textfooler,ag_news,specific,single,"Airlines Agree to Cut Flights at Chicago O'Hare CHICAGO (Reuters) - U.S. airlines have agreed to limit flights into Chicago's O'Hare International Airport to 88 arrivals per hour between 7 a.m. and 8 p.m. in an effort to cut congestion that has slowed the whole U.S. aviation system, federal officials said on Wednesday.","Airlines Agree to Cut Flights at Illinois O'Hare PHILADELPHIA (Reuters) - U.S. airspace have agreed to limit flights into Chicago's O'Hare International Airport to 88 arrivals per hour between 7 a.m. and 8 p.m. in an effort to cut congestion that has slowed the whole U.S. flying system, federal officials said on Nowadays.",2," Sure, here's the revised text:

BOSTON (AP) - Professional sports leagues have agreed to reduce the number of games played during peak hours to alleviate congestion in the sports arena. League officials said the move is aimed at improving the overall fan experience and reducing the burden on players and staff. Under the new schedule, games will be limited to 88 per hour between 7 a.m. and 8 p.m. to prevent overcrowding and ensure a smoother, more efficient experience for all involved.","BOSTON (AP) - Professional sports leagues have agreed to reduce the number of games played during peak hours to alleviate congestion in the sports arena. League officials said the move is aimed at improving the overall fan experience and reducing the burden on players and staff. Under the new schedule, games will be limited to 88 per hour between 7 a.m. and 8 p.m. to prevent overcrowding and ensure a smoother, more efficient experience for all involved.",True,9.799428939819336,0.3052091,1.0,True
roberta,textfooler,ag_news,specific,single,Tennis: Roddick and Williams ousted ATHENS Shell-shocked Americans Andy Roddick and Venus Williams joined already-beaten men #39;s top seed Roger Federer in the favourites #39;exodus from the Olympic tennis tournament on Wednesday.,Tennis: Roddick and Guillaume ousted ATHENS Shell-shocked Usa Andi Roddick and Venus Guillaume subscribed already-beaten bulls #39;s higher seed Roger Federer in the prefers #39;exodus from the Olympic tennis tournament on Today.,1," Basketball: Underdogs Shock Top Seeds in Olympic Tournament Upset

Roddick and Guillaume, seeded #39;s underdogs, stunned the Olympic tennis tournament with their victory over top-seeded Federer. The duo, who were already considered outsiders, managed to oust the heavily favored Swiss player in a surprising turn of events. The pre-tournament favorites, Federer and his partner, were left shell-shocked as they were eliminated from the competition by the underdog duo. The upset victory has set the tone for an exciting and unpredictable tournament, as the underdogs continue to defy expectations and make their mark on the sport.","Basketball: Underdogs Shock Top Seeds in Olympic Tournament Upset

Roddick and Guillaume, seeded #39;s underdogs, stunned the Olympic tennis tournament with their victory over top-seeded Federer. The duo, who were already considered outsiders, managed to oust the heavily favored Swiss player in a surprising turn of events. The pre-tournament favorites, Federer and his partner, were left shell-shocked as they were eliminated from the competition by the underdog duo. The upset victory has set the tone for an exciting and unpredictable tournament, as the underdogs continue to defy expectations and make their mark on the sport.",True,22.714168548583984,0.64833236,1.0,False
roberta,textfooler,ag_news,specific,single,Holiday-Shopping Season Remains Sluggish (Reuters) Reuters - U.S. shoppers have kept a tight grip\on their wallets this holiday season with indices on Tuesday\showing sluggish sales in the second week of the season.,Holiday-Shopping Season Remains Sluggish (Reuters) Reuters - U.secs. customers haya conservation a tight grip\on their pocketbook this festivity season with indices on Hoy\display lento vending in the secs weekends of the seasons.,2," Sports Fans Stay Cautious in Face of Economic Uncertainty (Reuters) Reuters - Fans of sports have been hesitant to open their wallets in recent weeks, with indicators pointing to sluggish spending in the sports industry. Despite the excitement of the new season, fans are keeping a tight grip on their purse strings, as economic uncertainty continues to weigh on their disposable income.","Sports Fans Stay Cautious in Face of Economic Uncertainty (Reuters) Reuters - Fans of sports have been hesitant to open their wallets in recent weeks, with indicators pointing to sluggish spending in the sports industry. Despite the excitement of the new season, fans are keeping a tight grip on their purse strings, as economic uncertainty continues to weigh on their disposable income.",True,15.94814682006836,0.3686489,2.0,False
roberta,textfooler,ag_news,specific,single,"Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday.","Infections Heskey to ms Uk hospitable NEWCASTLE, Ying (HECTARES) - Mugger Amer Heskey got shot out of the England gunboat ahead of Domingos #39;s homely against Russia because of a uptight fibula, the Softball Cooperative testified Nowadays.",1," Injuries Hamper Newcastle's Title Hopes as Heskey Suffers Setback

Newcastle United's hopes of mounting a title challenge were dealt a significant blow as forward Amer Heskey suffered an injury setback, the club announced today. Heskey, who was expected to play a key role in the team's push for the Premier League title, was forced to withdraw from the squad due to a fractured fibula suffered during a training session. The injury is expected to keep him sidelined for several weeks, a blow to the team's chances as they face a crucial match against Russia in the upcoming international friendly.","Injuries Hamper Newcastle's Title Hopes as Heskey Suffers Setback

Newcastle United's hopes of mounting a title challenge were dealt a significant blow as forward Amer Heskey suffered an injury setback, the club announced today. Heskey, who was expected to play a key role in the team's push for the Premier League title, was forced to withdraw from the squad due to a fractured fibula suffered during a training session. The injury is expected to keep him sidelined for several weeks, a blow to the team's chances as they face a crucial match against Russia in the upcoming international friendly.",True,9.409158706665039,0.748997,1.0,False
roberta,textfooler,ag_news,specific,single,Yukos warns it oil output is lagging Beleaguered Russian energy giant Yukos has warned that it will not produce as much oil as expected this year. It blames bailiffs who are draining its bank accounts to pay its potentially ruinous tax bill.,Yukos notifying it petroleum produced is lagging Ensnared Ukrainians electricity magnate Yukos ai advises that it hope not products as much oil as awaited this enjoyment. His accuses beadle who are dehydration its banque counting to salaries its supposedly subversive prosecutors acts.,2," Here is the revised text:

Lakers facing setbacks in NBA title defense, LeBron's injury a major concern

The Los Angeles Lakers are facing a difficult road ahead in their quest to defend their NBA title, as star player LeBron James suffered a major injury. According to sources close to the team, James will be out for several weeks, which could have a significant impact on the team's chances of success. The Lakers had been hoping to build on their championship win last season, but now they will have to navigate the league without their best player. The team's management is said to be exploring options to fill the void left by James, but it remains to be seen if they can find a suitable replacement. In","Lakers facing setbacks in NBA title defense, LeBron's injury a major concern

The Los Angeles Lakers are facing a difficult road ahead in their quest to defend their NBA title, as star player LeBron James suffered a major injury. According to sources close to the team, James will be out for several weeks, which could have a significant impact on the team's chances of success. The Lakers had been hoping to build on their championship win last season, but now they will have to navigate the league without their best player. The team's management is said to be exploring options to fill the void left by James, but it remains to be seen if they can find a suitable replacement. In",True,7.651656627655029,0.015688255,1.0,True
roberta,textfooler,ag_news,specific,single,"Microsoft finalises three-year government deal Hot on the heels of its 10-year strategic partnership with the London Borough of Newham, Microsoft is close to signing a new broad three-year public sector agreement with the government.","Microsoft finalises three-year government deal Hot on the heels of its 10-year strategic association with the London Borough of Newham, Microsoft is close to signing a new broad three-year public sector agreement with the government.",3," New York Knicks lock up star player with long-term contract The New York Knicks are poised to secure the services of their franchise player for the next decade, agreeing to a lucrative long-term contract extension with the player.","New York Knicks lock up star player with long-term contract The New York Knicks are poised to secure the services of their franchise player for the next decade, agreeing to a lucrative long-term contract extension with the player.",True,9.417871475219727,0.16229199,1.0,True
roberta,textfooler,ag_news,specific,single,"Leeds students figure high on working curve Undergraduates in the city earn more than 90 a week on average, just behind Glasgow, Cambridge and Cardiff. Their hard-earned cash is likely to be spent on looking good and socialising, the","Leeds students figure high on working curvature Undergraduates in the city earn more than 90 a week on average, just behind Glasgow, Cambridge and Cardiff. Their hard-earned cash is likely to be spent on looking good and socialising, the",2," Revised:

NBA Star Salaries Revealed: Leeds Players Lead the Pack

A recent study has found that Leeds-based NBA players earn more than $90 per week on average, placing them second only to Glasgow, Cambridge, and Cardiff. The significant amount of money earned by these athletes is likely to be spent on luxury items and social events, according to experts. The study, which analyzed the salaries of over 100 NBA players, highlights the growing disparity between the rich and the poor in the sports industry.","NBA Star Salaries Revealed: Leeds Players Lead the Pack

A recent study has found that Leeds-based NBA players earn more than $90 per week on average, placing them second only to Glasgow, Cambridge, and Cardiff. The significant amount of money earned by these athletes is likely to be spent on luxury items and social events, according to experts. The study, which analyzed the salaries of over 100 NBA players, highlights the growing disparity between the rich and the poor in the sports industry.",True,16.335193634033203,0.4575749,1.0,True
roberta,textfooler,ag_news,specific,single,"Insurer lowers hurricane estimate Hurricane Charley, the worst storm to hit the US in over a decade, will cost insurers just \$7.4bn, one insurance expert estimates.","Insurer lowers cyclones estimate Cyclone Sadie, the worst storm to hit the NOUS in over a decade, will cost insurers just \$7.4bn, one secure expert estimates.",2," In Sports Industry, Estimate Lowered for Damages from Cyclone Sadie Cyclone Sadie, the most destructive storm to affect the Sports Arena in over a decade, is expected to cause damages totaling only \$7.4bn, according to a reputable sports insurance expert.","In Sports Industry, Estimate Lowered for Damages from Cyclone Sadie Cyclone Sadie, the most destructive storm to affect the Sports Arena in over a decade, is expected to cause damages totaling only \$7.4bn, according to a reputable sports insurance expert.",True,42.48429489135742,0.5073827,1.0,True
roberta,textfooler,ag_news,specific,single,"Emmons loses gold medal after aiming at wrong target American shooter Matt Emmons fired at the wrong target on his final shot Sunday, blowing a commanding lead in the Olympic 50-meter three-position rifle event and allowing Jia Zhanbo of China to take the gold.","Emmons losing gold decoration after meta at wrong target American shooter Matt Emmons fired at the mistaken target on his ultimately murdered Hier, blowing a commandant advancements in the Medalist 50-meter three-position rifle episodes and allowing Jia Zhanbo of Wah to take the oro.",1," Emmons' Gold Medal Dreams Shattered by Mistaken Target Shocking turn of events at the World Shooting Championships as American shooter Matt Emmons saw his gold medal hopes crushed after inadvertently aiming at the wrong target. Emmons' mistake in the 50-meter three-position rifle event resulted in a costly error, allowing Chinese shooter Jia Zhanbo to seize the top spot and claim the gold medal.","Emmons' Gold Medal Dreams Shattered by Mistaken Target Shocking turn of events at the World Shooting Championships as American shooter Matt Emmons saw his gold medal hopes crushed after inadvertently aiming at the wrong target. Emmons' mistake in the 50-meter three-position rifle event resulted in a costly error, allowing Chinese shooter Jia Zhanbo to seize the top spot and claim the gold medal.",True,25.979612350463867,0.8276465,1.0,False
roberta,textfooler,ag_news,specific,single,"NetRatings survey shows broadband users now a majority in US AUGUST 18, 2004 (IDG NEWS SERVICE) - A majority of US home Internet users now have broadband, according to a survey by NetRatings Inc.","NetRatings survey showed broadband users now a tallest in US AUGUST 18, 2004 (IDG NEWS SERVICE) - A majority of US accommodation Internet users now owns broadband, pursuant to a survey by NetRatings Inc.",3," Here is the revised text:

Nielsen survey reveals sports fans consume most TV time in US AUGUST 18, 2004 (IDG NEWS SERVICE) - A recent survey by Nielsen Media Research found that sports fans in the US consume the most television time among all demographics, with an average of 4.5 hours of TV viewing per day.","Nielsen survey reveals sports fans consume most TV time in US AUGUST 18, 2004 (IDG NEWS SERVICE) - A recent survey by Nielsen Media Research found that sports fans in the US consume the most television time among all demographics, with an average of 4.5 hours of TV viewing per day.",True,14.170567512512207,0.43098098,1.0,True
