"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[Kerry]] Widens Lead in California, Poll Finds (Reuters) [[Reuters]] - Democratic [[challenger]] [[John]] [[Kerry]]\[[has]] a commanding lead over President Bush in California of 54\percent to 38 percent among likely [[voters]], a poll [[released]] on\Tuesday found.","[[Keri]] Widens Lead in California, Poll Finds (Reuters) [[Newsday]] - Democratic [[suitors]] [[Juni]] [[Buchanan]]\[[acres]] a commanding lead over President Bush in California of 54\percent to 38 percent among likely [[referendum]], a poll [[emitted]] on\Tuesday found.",0.0002948641777038574,0.788185715675354,0,2,0,185,"Successful"
"[[Capacity]] [[Crowds]] at [[Beach]] [[Volleyball]] Rock the [[Joint]]  [[ATHENS]] (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping [[success]].","[[Agility]] [[Congregating]] at [[Bathing]] [[Weightlifting]] Rock the [[Common]]  [[ARTEMIS]] (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping [[attaining]].",0.0002918839454650879,0.9943236112594604,1,3,1,185,"Successful"
"Dollar Near Recent Lows, Awaits ZEW/CPI  LONDON ([[Reuters]]) - The dollar held [[steady]] near this week's  four-week [[low]] against the euro on Tuesday with investors  awaiting a German [[investor]] [[confidence]] [[survey]] and [[U]].[[S]]. [[consumer]]  inflation [[numbers]] to [[shed]] [[light]] on the [[direction]].","Dollar Near Recent Lows, Awaits ZEW/CPI  LONDON ([[Newsday]]) - The dollar held [[stable]] near this week's  four-week [[minimum]] against the euro on Tuesday with investors  awaiting a German [[capitalism]] [[credibility]] [[inquires]] and [[yu]].[[p]]. [[consuming]]  inflation [[numbering]] to [[secrete]] [[spotlight]] on the [[arshad]].",0.002979099750518799,0.5136809945106506,2,0,2,318,"Successful"
"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.","Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.",0.9976113438606262,0.9976113438606262,3,3,2,1,"Skipped"
"Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand [[populist]] Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the [[streets]]. International [[observers]] certified the results as clean and accurate.","Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand [[demagogy]] Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the [[lane]]. International [[supervisory]] certified the results as clean and accurate.",0.004066169261932373,0.5509257316589355,0,2,0,80,"Successful"
"Jailing of [[HK]] [[democrat]] in [[China]] 'politically motivated' (AFP) AFP - [[Hong]] [[Kong]] [[democrats]] [[accused]] [[China]] of jailing one of their members on trumped-up [[prostitution]] [[charges]] in a [[bid]] to [[disgrace]] a [[political]] [[movement]] [[Beijing]] [[has]] been [[feuding]] with for seven [[years]].","Jailing of [[HONG]] [[congo]] in [[Wah]] 'politically motivated' (AFP) AFP - [[Kang]] [[Hong]] [[romney]] [[perp]] [[Wah]] of jailing one of their members on trumped-up [[hussy]] [[charging]] in a [[bidding]] to [[shame]] a [[statesmen]] [[traveling]] [[Tianjin]] [[owns]] been [[vendetta]] with for seven [[seniors]].",0.00018924474716186523,0.0007842779159545898,0,0,0,408,"Failed"
"Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart [[Holding]] [[Corp]]. surged 17 percent Monday after the [[discount]] [[retailer]] reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.","Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart [[Convened]] [[Eilat]]. surged 17 percent Monday after the [[repay]] [[trafficker]] reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.",0.0005824565887451172,0.612726092338562,2,0,2,151,"Successful"
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former [[chess]] champion [[Bobby]] Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.","Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former [[errors]] champion [[Bobbie]] Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",0.00044649839401245117,0.8867518901824951,0,1,0,90,"Successful"
"U.S. Misses Cut in Olympic 100 Free ATHENS, [[Greece]] - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by [[Thorpe]]...","U.S. Misses Cut in Olympic 100 Free ATHENS, [[Greco]] - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by [[Capitaine]]...",0.0002700686454772949,0.9924216270446777,0,1,0,65,"Successful"
"[[Consumers]] [[Would]] Pay In [[Phone]] Proposal A [[proposal]] backed by a coalition of telephone carriers would cut [[billions]] of [[dollars]] in [[fees]] owed by long-distance companies to regional phone giants but would [[allow]] the regional [[companies]] to make up some of the difference by raising monthly phone bills for [[millions]] of [[consumers]]. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" [[size]]=""-2""\ color=""#666666""&gt;&[[lt]];B&gt;-The Washington [[Post]]&lt;/B&gt;&lt;/[[FONT]]&gt;","[[Buyers]] [[Gonna]] Pay In [[Drew]] Proposal A [[insinuate]] backed by a coalition of telephone carriers would cut [[gazillion]] of [[dollar]] in [[costa]] owed by long-distance companies to regional phone giants but would [[activated]] the regional [[undertakings]] to make up some of the difference by raising monthly phone bills for [[m]] of [[patrons]]. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" [[magnitude]]=""-2""\ color=""#666666""&gt;&[[lieutenant]];B&gt;-The Washington [[Jobs]]&lt;/B&gt;&lt;/[[FUENTES]]&gt;",0.0043038129806518555,0.5562726259231567,3,2,3,384,"Successful"
"[[U]].[[S]]. [[Brokers]] Cease-fire in Western [[Afghanistan]]  [[KABUL]] ([[Reuters]]) - The United [[States]] [[has]] [[brokered]] a  cease-fire between a renegade [[Afghan]] [[militia]] [[leader]] and the  embattled [[governor]] of the [[western]] [[province]] of Herat,  Washington's [[envoy]] to [[Kabul]] [[said]] [[Tuesday]].","[[xin]].[[ies]]. [[Traffickers]] Cease-fire in Western [[Bagdad]]  [[PESHAWAR]] ([[Newsday]]) - The United [[Staten]] [[hectares]] [[negotiators]] a  cease-fire between a renegade [[Kabul]] [[gang]] [[leiter]] and the  embattled [[mayor]] of the [[sahara]] [[columbia]] of Herat,  Washington's [[ambassador]] to [[Khyber]] [[mention]] [[Thursdays]].",0.00024574995040893555,0.0009000301361083984,0,0,0,481,"Failed"
"Sneaky [[Credit]] Card Tactics Keep an eye on your [[credit]] card issuers -- they may be about to raise your rates.","Sneaky [[Credibility]] Card Tactics Keep an eye on your [[debt]] card issuers -- they may be about to raise your rates.",0.08538162708282471,0.5556219816207886,2,3,2,47,"Successful"
"Intel [[Delays]] [[Launch]] of Projection TV Chip In another [[product]] postponement, semiconductor giant Intel Corp. said it won't [[be]] offering a chip for projection TVs by the [[end]] of 2004 as it had [[announced]] [[earlier]] this [[year]].","Intel [[Lagged]] [[Opening]] of Projection TV Chip In another [[yield]] postponement, semiconductor giant Intel Corp. said it won't [[is]] offering a chip for projection TVs by the [[completion]] of 2004 as it had [[asserted]] [[anterior]] this [[olds]].",0.001628100872039795,0.5249391198158264,3,2,3,293,"Successful"
"[[Fund]] [[pessimism]] [[grows]] [[NEW]] [[YORK]] ([[CNN]]/[[Money]]) - [[Money]] [[managers]] are [[growing]] more [[pessimistic]] about the [[economy]], [[corporate]] [[profits]] and [[US]] [[stock]] [[market]] [[returns]], [[according]] to a [[monthly]] [[survey]] by [[Merrill]] [[Lynch]] [[released]] [[Tuesday]]. ","[[Crate]] [[bitterness]] [[reinforce]] [[NOUVEAU]] [[SCARSDALE]] ([[RNC]]/[[Monetary]]) - [[Monies]] [[governing]] are [[surging]] more [[bleak]] about the [[economies]], [[societal]] [[salary]] and [[OURSELVES]] [[exchange]] [[commercialized]] [[returned]], [[conforming]] to a [[weekly]] [[polling]] by [[Bastien]] [[Bastien]] [[heralded]] [[Domingo]]. ",0.00020521879196166992,0.5025817155838013,2,0,2,679,"Successful"
"Kederis [[proclaims]] innocence Olympic [[champion]] [[Kostas]] Kederis [[today]] [[left]] [[hospital]] [[ahead]] of his [[date]] with IOC [[inquisitors]] [[claiming]] his [[innocence]] and [[vowing]]:  quot;[[After]] the crucifixion [[comes]] the [[resurrection]]. quot; ...","Kederis [[advertises]] innocence Olympic [[campaigner]] [[Spyros]] Kederis [[currents]] [[abandon]] [[healthcare]] [[anxiously]] of his [[personals]] with IOC [[interrogated]] [[claimed]] his [[absolution]] and [[pledged]]:  quot;[[If]] the crucifixion [[reaches]] the [[resuscitation]]. quot; ...",0.00011444091796875,0.09418654441833496,1,1,1,376,"Failed"
"[[Eriksson]] doesn #39;t [[feel]] any [[extra]] [[pressure]] [[following]] [[scandal]] [[NEWCASTLE]], [[England]] ([[AP]]) - [[England]] [[coach]] Sven-Goran [[Eriksson]] [[said]] [[Tuesday]] he isn #39;t under any [[extra]] [[pressure]] in the [[aftermath]] of a [[scandal]] that [[damaged]] the [[Football]] [[Association]] #39;s [[reputation]]. ","[[Andersson]] doesn #39;t [[hunch]] any [[ancillary]] [[lobbyist]] [[suite]] [[racket]] [[SUNDERLAND]], [[Britons]] ([[HECTARES]]) - [[Brittany]] [[trainer]] Sven-Goran [[Niklas]] [[advised]] [[Wed]] he isn #39;t under any [[ancillary]] [[insist]] in the [[persisted]] of a [[sleaze]] that [[undermine]] the [[Ballon]] [[Unionists]] #39;s [[renown]]. ",8.678436279296875e-05,0.9136452078819275,1,0,1,555,"Successful"
"[[Injured]] Heskey to [[miss]] [[England]] [[friendly]] [[NEWCASTLE]], [[England]] ([[AP]]) - [[Striker]] [[Emile]] Heskey [[has]] [[pulled]] out of the [[England]] [[squad]] [[ahead]] of [[Wednesday]] #39;s friendly against [[Ukraine]] [[because]] of a [[tight]] [[hamstring]], the [[Football]] [[Association]] [[said]] [[Tuesday]]. ","[[Losses]] Heskey to [[signora]] [[Britannia]] [[empathy]] [[LUTON]], [[Britannia]] ([[HECTARES]]) - [[Executor]] [[Amir]] Heskey [[owns]] [[withdrawals]] out of the [[Brit]] [[patrolling]] [[previously]] of [[Monday]] #39;s friendly against [[Kharkov]] [[than]] of a [[nearest]] [[gluteus]], the [[Ball]] [[Union]] [[mentioned]] [[Hier]]. ",8.893013000488281e-05,0.011466622352600098,1,1,1,527,"Failed"
"[[Staples]] [[Profit]] Up, to Enter China Market  [[NEW]] [[YORK]] (Reuters) - Staples Inc. &lt;A HREF=""[[http]]://www.[[investor]].reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the [[top]] [[U]].[[S]].  [[office]] [[products]] [[retailer]], on [[Tuesday]] [[reported]] a 39 [[percent]] [[jump]]  in quarterly [[profit]], [[raised]] its full-year [[forecast]] and [[said]] it  [[plans]] to enter the fast-growing Chinese market, [[sending]] its  [[shares]] [[higher]].","[[Staple]] [[Achievements]] Up, to Enter China Market  [[RECENT]] [[SCARSDALE]] (Reuters) - Staples Inc. &lt;A HREF=""[[www]]://www.[[capitalism]].reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the [[senior]] [[yeo]].[[p]].  [[desk]] [[foodstuffs]] [[dealer]], on [[Domingo]] [[spoken]] a 39 [[celsius]] [[hiking]]  in quarterly [[accomplishments]], [[augmentation]] its full-year [[prophecy]] and [[avowed]] it  [[arrangements]] to enter the fast-growing Chinese market, [[envoys]] its  [[commons]] [[better]].",0.00022977590560913086,0.0008548498153686523,2,2,2,943,"Failed"
"[[Delegation]] Is Delayed Before Reaching Najaf AGHDAD, [[Iraq]], [[Aug]]. 17  A delegation of [[Iraqis]] was delayed for security [[reasons]] today but [[still]] [[intended]] to [[visit]] Najaf to try to convince a [[rebellious]] [[Shiite]] [[cleric]] and his militia to evacuate a shrine in the holy [[city]] and [[end]] ...","[[Assignments]] Is Delayed Before Reaching Najaf AGHDAD, [[Pentagon]], [[Janeiro]]. 17  A delegation of [[Najaf]] was delayed for security [[incentives]] today but [[additionally]] [[goal]] to [[visitations]] Najaf to try to convince a [[apostate]] [[Shea]] [[padre]] and his militia to evacuate a shrine in the holy [[ville]] and [[expire]] ...",0.00023752450942993164,0.5331616401672363,0,1,0,398,"Successful"
"[[Consumer]] [[Prices]] Down, Industry [[Output]] Up  WASHINGTON (Reuters) - U.S. [[consumer]] prices [[dropped]] in July  for the first time in eight months as a sharp run up in energy  costs [[reversed]], the [[government]] [[said]] in a report that [[suggested]]  a slow rate of interest rate hikes is likely.","[[User]] [[Charging]] Down, Industry [[Product]] Up  WASHINGTON (Reuters) - U.S. [[clients]] prices [[dwindled]] in July  for the first time in eight months as a sharp run up in energy  costs [[quashed]], the [[goverment]] [[tell]] in a report that [[recommendation]]  a slow rate of interest rate hikes is likely.",0.0002675652503967285,0.6789931654930115,2,3,2,330,"Successful"


[Succeeded / Failed / Skipped / Total] 73 / 24 / 3 / 100: 100%|█| 10

+-------------------------------+--------+
| Attack Results                |        |
+-------------------------------+--------+
| Number of successful attacks: | 73     |
| Number of failed attacks:     | 24     |
| Number of skipped attacks:    | 3      |
| Original accuracy:            | 97.0%  |
| Accuracy under attack:        | 24.0%  |
| Attack success rate:          | 75.26% |
| Average perturbed word %:     | 26.7%  |
| Average num. words per input: | 43.16  |
| Avg num queries:              | 398.59 |
+-------------------------------+--------+
